sk_opcao,grupo,grupo_rotulo,opcao,opcao_rotulo,comparavel_entre_anos
3b658662ad4eec6a,cloud_preferida,Cloud preferida,Cloud_com_Databricks,Cloud_com_Databricks,True
b381011d075af6d0,cloud_preferida,Cloud preferida,Cloud_propria,Cloud_propria,True
ee6db78b297be68d,cloud_preferida,Cloud preferida,Cloudera,Cloudera,True
1f1909083059cab9,cloud_preferida,Cloud preferida,Databricks,Databricks,True
acdf02ff15e7a9ba,cloud_preferida,Cloud preferida,Databriks,Databriks,True
8607b3c2d7c67995,cloud_preferida,Cloud preferida,Datadricks,Datadricks,True
505f9339eb03b540,cloud_preferida,Cloud preferida,Denodo,Denodo,True
dc475927fdd14533,cloud_preferida,Cloud preferida,Digital_Ocean,Digital_Ocean,True
637a6309371be040,cloud_preferida,Cloud preferida,Gallery,Gallery,True
7f47ce0aa43be254,cloud_preferida,Cloud preferida,Google_Cloud_(GCP),Google_Cloud_(GCP),True
3cf982c902714b2c,cloud_preferida,Cloud preferida,Huawei_Cloud,Huawei_Cloud,True
dc28458299b34339,cloud_preferida,Cloud preferida,IBM,IBM,True
4dec239463e149e0,cloud_preferida,Cloud preferida,Informatica_Cloud,Informatica_Cloud,True
a02a1e65739e6cb1,cloud_preferida,Cloud preferida,Lightning_AI,Lightning_AI,True
6888c60d410ae9c4,cloud_preferida,Cloud preferida,MongoDB_Atlas,MongoDB_Atlas,True
16c9fcaccf1a4aa1,cloud_preferida,Cloud preferida,NENHUM,NENHUM,True
ca18ecc3161a0373,cloud_preferida,Cloud preferida,Nao,Nao,True
38d39bf4544ae33f,cloud_preferida,Cloud preferida,Nao_sei,Nao_sei,True
33efeaf442fa91bb,cloud_preferida,Cloud preferida,Nao_sei_opinar_/_Nao_tenho_preferencia,Nao_sei_opinar_/_Nao_tenho_preferencia,True
5742937718e29ecc,cloud_preferida,Cloud preferida,Nao_utiliza,Nao_utiliza,True
97638f39b206d1ed,cloud_preferida,Cloud preferida,Nao_utilizo.,Nao_utilizo.,True
9a1a0bac1ebcca23,cloud_preferida,Cloud preferida,Nao_utilizo_opcoes_cloud,Nao_utilizo_opcoes_cloud,True
5f5aeb1fda282bc8,cloud_preferida,Cloud preferida,Ne,Ne,True
8d63a63979c2a8f4,cloud_preferida,Cloud preferida,Neo4j_Cloud,Neo4j_Cloud,True
38e5d396bb2ae9c4,cloud_preferida,Cloud preferida,Nokia_Labs,Nokia_Labs,True
7f5b141781f778c4,cloud_preferida,Cloud preferida,OVH,OVH,True
50c957a46c1da910,cloud_preferida,Cloud preferida,On_Prem,On_Prem,True
f1cf4f866a11bf16,cloud_preferida,Cloud preferida,Oracle,Oracle,True
78d9bbaaeba595d8,cloud_preferida,Cloud preferida,Oracle_Cloud,Oracle_Cloud,True
c9ce43c585c3f24d,cloud_preferida,Cloud preferida,Pivotal,Pivotal,True
164a2ba967b3f3af,cloud_preferida,Cloud preferida,Qlik,Qlik,True
02fb67eb73956cc7,cloud_preferida,Cloud preferida,Redhat_Openshift,Redhat_Openshift,True
04c4775b224ac9e4,cloud_preferida,Cloud preferida,SAP_BW,SAP_BW,True
482607af19d7bc7b,cloud_preferida,Cloud preferida,SAS,SAS,True
779063235cfc42c3,cloud_preferida,Cloud preferida,Salesforce,Salesforce,True
a26746435c260ad5,cloud_preferida,Cloud preferida,Sap_Hana,Sap_Hana,True
ec630161018a11db,cloud_preferida,Cloud preferida,Servidores_On_Premise/Nao_utilizamos_Cloud,Servidores_On_Premise/Nao_utilizamos_Cloud,True
b67549c18f85f450,cloud_preferida,Cloud preferida,Sharepoint,Sharepoint,True
bd2bf2aa3fd253e2,cloud_preferida,Cloud preferida,Snowflake,Snowflake,True
b007452ffcdf5ea2,cloud_preferida,Cloud preferida,Snowflake_cloud_solution,Snowflake_cloud_solution,True
9425b2111d6f7dcd,cloud_preferida,Cloud preferida,Teradata,Teradata,True
1313aa80f1668250,cloud_preferida,Cloud preferida,Teradata_Vantage,Teradata_Vantage,True
150d98d186199179,cloud_preferida,Cloud preferida,VMWARE,VMWARE,True
a6fbb3bbb86c585b,cloud_preferida,Cloud preferida,clickhouse,clickhouse,True
fcd06509e60134e7,cloud_preferida,Cloud preferida,digital_ocean,digital_ocean,True
ccf33ffe1a69184b,cloud_preferida,Cloud preferida,nao_uso,nao_uso,True
dbc9697bbb33f7c2,cloud_preferida,Cloud preferida,on-primise,on-primise,True
f3b49055d28dcfb7,cloud_preferida,Cloud preferida,ownCloud,ownCloud,True
facda2f4ffacfbed,clouds,Clouds utilizadas,aws,AWS,True
8e25c703d5c72273,clouds,Clouds utilizadas,azure,Azure,True
c751cfea04552407,clouds,Clouds utilizadas,cloud_proprietaria,Cloud proprietária,True
3aed5970fe845a7e,clouds,Clouds utilizadas,gcp,Google Cloud,True
97bb25f9ad07048c,clouds,Clouds utilizadas,ibm,IBM Cloud,True
36c1dc24b85c4756,clouds,Clouds utilizadas,on_premise,On-premise,True
336e0a5761991783,desafios_gestor,Desafios do gestor,contratacao_area_dados,contratacao_area_dados,True
8fd04c22ca411734,desafios_gestor,Desafios do gestor,contratacao_ferramentas_dados,contratacao_ferramentas_dados,True
d64e61aea7a84188,desafios_gestor,Desafios do gestor,contratar_novos_talentos,contratar_novos_talentos,True
497abbc52b73dddd,desafios_gestor,Desafios do gestor,convencer_aumentar_invest_dados,convencer_aumentar_invest_dados,True
e7429664650878dd,desafios_gestor,Desafios do gestor,desenv_e_mant_modelos_ml_prod,desenv_e_mant_modelos_ml_prod,True
469b229b8f178135,desafios_gestor,Desafios do gestor,dividir_tempo_entregas_tec_gestao,dividir_tempo_entregas_tec_gestao,True
6061eed5e77d03b3,desafios_gestor,Desafios do gestor,gerar_valor_area_neg_atrav_estud_experim,gerar_valor_area_neg_atrav_estud_experim,True
20e09adaa2af0a3b,desafios_gestor,Desafios do gestor,gerenciar_expectativ_areas_neg_rel_equipe_dados,gerenciar_expectativ_areas_neg_rel_equipe_dados,True
1050598e3a716019,desafios_gestor,Desafios do gestor,gestao_equipe_em_remoto,gestao_equipe_em_remoto,True
bb76a2dba07f2a28,desafios_gestor,Desafios do gestor,gestao_proj_multidisciplinaridades_empresa,gestao_proj_multidisciplinaridades_empresa,True
9427c282186f1e95,desafios_gestor,Desafios do gestor,gestor_analise_dados,gestor_analise_dados,True
9b760bf9e73d4589,desafios_gestor,Desafios do gestor,gestor_ciencia_dados,gestor_ciencia_dados,True
3f150b39a8ec862c,desafios_gestor,Desafios do gestor,gestor_eng_dados,gestor_eng_dados,True
f58473143884cf8a,desafios_gestor,Desafios do gestor,gestor_ia,gestor_ia,True
1fb09f100b2f2a44,desafios_gestor,Desafios do gestor,gestor_pessoas,gestor_pessoas,True
bcf7e20248012cc4,desafios_gestor,Desafios do gestor,gestor_produtos,gestor_produtos,True
6178b1b55c8c6dcf,desafios_gestor,Desafios do gestor,gestor_projetos,gestor_projetos,True
883e7abd20ce5c35,desafios_gestor,Desafios do gestor,inovacao_atraves_area_dados,inovacao_atraves_area_dados,True
d1d5c7bf28f0628b,desafios_gestor,Desafios do gestor,manutencao_projetos_model_prod_meio_cresc_empresa,manutencao_projetos_model_prod_meio_cresc_empresa,True
dc4e9e7b1e3cfd95,desafios_gestor,Desafios do gestor,organizacao_treinamentos_iniciat_para_maior_maturidade_analitica,organizacao_treinamentos_iniciat_para_maior_maturidade_analitica,True
1e52e24e6fa7e454,desafios_gestor,Desafios do gestor,organizar_info_resguard_quali_confiab,organizar_info_resguard_quali_confiab,True
1d7ff822ed7b48ae,desafios_gestor,Desafios do gestor,processar_armazenar_big_data,processar_armazenar_big_data,True
00b2c3ce5f0dcd2f,desafios_gestor,Desafios do gestor,reter_talentos,reter_talentos,True
12eb56bcaef55104,desafios_gestor,Desafios do gestor,retorno_roi_projeto_dados,retorno_roi_projeto_dados,True
054c477b6126bb1e,desafios_gestor,Desafios do gestor,visao_longo_prazo_dados_empresa,visao_longo_prazo_dados_empresa,True
0ccd92b8c0af913f,exp_prof_prejudicada,Experiência profissional prejudicada,exp_prof_nao_prejud,exp_prof_nao_prejud,True
dc3695b6a649f119,exp_prof_prejudicada,Experiência profissional prejudicada,exp_prof_prejud_cor_raca_etnia,exp_prof_prejud_cor_raca_etnia,True
8435733f402e237d,exp_prof_prejudicada,Experiência profissional prejudicada,exp_prof_prejud_ident_gen,exp_prof_prejud_ident_gen,True
84055bf3482e4f6b,exp_prof_prejudicada,Experiência profissional prejudicada,exp_prof_prejud_pcd,exp_prof_prejud_pcd,True
fa795999628d3157,fatores_avaliacao_emprego,Fatores ao avaliar um emprego,ambiente_clima_trabalho,ambiente_clima_trabalho,True
a2585de72289f62f,fatores_avaliacao_emprego,Fatores ao avaliar um emprego,beneficios,beneficios,True
e56357aea965dc48,fatores_avaliacao_emprego,Fatores ao avaliar um emprego,flexibilidade_trab_remoto,flexibilidade_trab_remoto,True
b30a053c76728ea9,fatores_avaliacao_emprego,Fatores ao avaliar um emprego,maturidade_empresa_dados_tec,maturidade_empresa_dados_tec,True
f6e983e6883f62a2,fatores_avaliacao_emprego,Fatores ao avaliar um emprego,oport_aprendizado_trab_ref_area,oport_aprendizado_trab_ref_area,True
50b58bde7fcac3e2,fatores_avaliacao_emprego,Fatores ao avaliar um emprego,plano_carreira_oport_cresc_prof,plano_carreira_oport_cresc_prof,True
c415c56b8461f5dc,fatores_avaliacao_emprego,Fatores ao avaliar um emprego,proposito_trabalho_empresa,proposito_trabalho_empresa,True
ba942c03a65f2fe3,fatores_avaliacao_emprego,Fatores ao avaliar um emprego,qualidade_lideres_gestores,qualidade_lideres_gestores,True
ac2f9bf9162966a4,fatores_avaliacao_emprego,Fatores ao avaliar um emprego,remuneracao_salario,remuneracao_salario,True
f2fb94602c9d9256,fatores_avaliacao_emprego,Fatores ao avaliar um emprego,rep_empresa_mercado,rep_empresa_mercado,True
5c7361f57cb6b6ca,fatores_troca_emprego,Fatores para trocar de emprego,ambiente_clima_trabalho,ambiente_clima_trabalho,True
f2f28b1ec97a14b8,fatores_troca_emprego,Fatores para trocar de emprego,beneficios,beneficios,True
b4e1bf7ae5214feb,fatores_troca_emprego,Fatores para trocar de emprego,flexibilidade_trab_remoto,flexibilidade_trab_remoto,True
e532e61a8f33245e,fatores_troca_emprego,Fatores para trocar de emprego,maturidade_empresa_dados_tec,maturidade_empresa_dados_tec,True
70ffef580aa3da12,fatores_troca_emprego,Fatores para trocar de emprego,oport_aprendizado_trab_ref_area,oport_aprendizado_trab_ref_area,True
a96293e31778bf59,fatores_troca_emprego,Fatores para trocar de emprego,plano_carreira_oport_cresc_prof,plano_carreira_oport_cresc_prof,True
8abf0ca323ff8e0a,fatores_troca_emprego,Fatores para trocar de emprego,proposito_trabalho_empresa,proposito_trabalho_empresa,True
c41349d4895d7c1b,fatores_troca_emprego,Fatores para trocar de emprego,qualidade_lideres_gestores,qualidade_lideres_gestores,True
caa3d3971c33c5e1,fatores_troca_emprego,Fatores para trocar de emprego,remuneracao_salario,remuneracao_salario,True
df5ac9f9babc4f0a,fatores_troca_emprego,Fatores para trocar de emprego,rep_empresa_mercado,rep_empresa_mercado,True
3fc2b713bac12f7f,fatores_troca_emprego,Fatores para trocar de emprego,trab_outra_area_atuacao,trab_outra_area_atuacao,True
df1fb72073309f6c,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,Alteryx,Alteryx,True
064e26e6e0046f92,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,Amazon_QuickSight,Amazon_QuickSight,True
259f2a98693ff1a8,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,Amazon_Quicksight,Amazon_Quicksight,True
898d75e4385864ae,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,Birst,Birst,True
fcf034189a2c005e,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,Fazemos_todas_as_analises_utilizando_apenas_Excel_ou_planilhas_do_google,Fazemos_todas_as_analises_utilizando_apenas_Excel_ou_planilhas_do_google,True
5eed6b163ed55e81,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,Grafana,Grafana,True
74764b2270eb2134,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,IBM_Analytics/Cognos,IBM_Analytics/Cognos,True
6a993bb1d67ce525,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,Looker,Looker,True
fe49f15cc6ccf049,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,Looker_Studio_(antigo_Google_Data_Studio),Looker_Studio_(antigo_Google_Data_Studio),True
2c8b6b69bdb7d8ff,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,Metabase,Metabase,True
db2bf39cb102ed91,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,MicroStrategy,MicroStrategy,True
75dac5882525a18f,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,Microsoft_PowerBI,Microsoft_PowerBI,True
779507fc4bbf5135,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,Mode,Mode,True
833ebe41e7d504ae,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,Nao_utilizo_nenhuma_ferramenta_de_BI_no_trabalho,Nao_utilizo_nenhuma_ferramenta_de_BI_no_trabalho,True
2d5dfc9032865ae1,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,Oracle_Business_Intelligence,Oracle_Business_Intelligence,True
eb9dc1d10f3237d7,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,Outra_opcao,Outra_opcao,True
3c851ca311649635,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,Pentaho,Pentaho,True
ceccba1ebcc283fa,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,Qlik_View/Qlik_Sense,Qlik_View/Qlik_Sense,True
41c2582a53e0c1df,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,Redash,Redash,True
119acff12adbf7f8,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,SAP_Business_Objects/SAP_Analytics,SAP_Business_Objects/SAP_Analytics,True
22d4a4d4f7a43faa,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,SAS_Visual_Analytics,SAS_Visual_Analytics,True
a45315ae2282ce9d,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,Salesforce/Einstein_Analytics,Salesforce/Einstein_Analytics,True
52a43e1e1fbb884b,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,Superset,Superset,True
4154d599a798f4a9,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,TIBCO_Spotfire,TIBCO_Spotfire,True
c2b9a3ec82d31197,ferramenta_bi_diaria,Ferramenta de BI do dia a dia,Tableau,Tableau,True
ccb4f603a60841c4,ferramentas_bi,Ferramentas de BI,alteryx,Alteryx,True
28cad8703d9e4bb3,ferramentas_bi,Ferramentas de BI,amazon_quicksight,Amazon QuickSight,True
6bce30c4b1215219,ferramentas_bi,Ferramentas de BI,birst,birst,True
8addfd8a2f34260b,ferramentas_bi,Ferramentas de BI,excel_planilha_apenas,Apenas Excel / Planilhas,True
75c9069277cc30d8,ferramentas_bi,Ferramentas de BI,grafana,Grafana,True
329e3381fca7ecbc,ferramentas_bi,Ferramentas de BI,ibm_analytics_cognos,ibm_analytics_cognos,True
e6a09720b6236c5a,ferramentas_bi,Ferramentas de BI,looker,Looker,True
0e20c79073bd4d40,ferramentas_bi,Ferramentas de BI,looker_studio,Looker Studio,True
3fb8e510cc825ae9,ferramentas_bi,Ferramentas de BI,metabase,Metabase,True
13ec2a36bbb3f789,ferramentas_bi,Ferramentas de BI,microstategy,microstategy,True
8d7def62ac0dbd39,ferramentas_bi,Ferramentas de BI,mode,mode,True
74430ca85a6be387,ferramentas_bi,Ferramentas de BI,nenhuma_ferramenta_bi,Nenhuma ferramenta de BI,True
4fd0972608e1ade7,ferramentas_bi,Ferramentas de BI,oracle_bi,Oracle BI,True
d66545a4e79afed6,ferramentas_bi,Ferramentas de BI,pbi,Power BI,True
ac503e8c494c744e,ferramentas_bi,Ferramentas de BI,pentaho,Pentaho,True
0155558f4cf33fdf,ferramentas_bi,Ferramentas de BI,qlik_view_sense,Qlik,True
421674636bb01908,ferramentas_bi,Ferramentas de BI,redash,Redash,True
686ce3c3c7499a66,ferramentas_bi,Ferramentas de BI,salesforce_einstein_analytics,salesforce_einstein_analytics,True
47c791158508e2b0,ferramentas_bi,Ferramentas de BI,sap_business_objects,SAP BusinessObjects,True
1625c2fe4d68fc99,ferramentas_bi,Ferramentas de BI,sas_visual_analytics,SAS Visual Analytics,True
44d8c65e694afd2e,ferramentas_bi,Ferramentas de BI,superset,Superset,True
5d5576e343e166df,ferramentas_bi,Ferramentas de BI,tableau,Tableau,True
92321eeda90bb3b9,ferramentas_bi,Ferramentas de BI,tibco_spotfire,tibco_spotfire,True
13c95a5b9b009e97,fontes_dados,Fontes de dados manipuladas,audio,audio,False
f1c0bb8e733ccef2,fontes_dados,Fontes de dados manipuladas,audio_1,audio_1,False
201d9395be308edd,fontes_dados,Fontes de dados manipuladas,audio_fonte,audio_fonte,False
029d2092284a79d1,fontes_dados,Fontes de dados manipuladas,banco_no_sql,banco_no_sql,False
6829aa8772606940,fontes_dados,Fontes de dados manipuladas,banco_no_sql_1,banco_no_sql_1,False
154dafc09355a8a5,fontes_dados,Fontes de dados manipuladas,banco_no_sql_fonte,banco_no_sql_fonte,False
3070a42dd01b3cac,fontes_dados,Fontes de dados manipuladas,banco_relacional,banco_relacional,False
736b433ef5abbd83,fontes_dados,Fontes de dados manipuladas,banco_relacional_1,banco_relacional_1,False
1bb09147d21e8315,fontes_dados,Fontes de dados manipuladas,banco_relacional_fonte,banco_relacional_fonte,False
5b20b86c59e11757,fontes_dados,Fontes de dados manipuladas,georefenciados,georefenciados,False
606161a7e4153146,fontes_dados,Fontes de dados manipuladas,georefenciados_1,georefenciados_1,False
d6308efc878a97be,fontes_dados,Fontes de dados manipuladas,georeferenciados_fonte,georeferenciados_fonte,False
adf0c6e8833735a3,fontes_dados,Fontes de dados manipuladas,img,img,False
40694bf253331604,fontes_dados,Fontes de dados manipuladas,img_1,img_1,False
38abdabbf28718b9,fontes_dados,Fontes de dados manipuladas,img_fonte,img_fonte,False
d7113ad6e660dabd,fontes_dados,Fontes de dados manipuladas,planilha,planilha,False
eb7400367f21acf4,fontes_dados,Fontes de dados manipuladas,planilha_1,planilha_1,False
6fda50e027da7bcf,fontes_dados,Fontes de dados manipuladas,planilha_fonte,planilha_fonte,False
ef6537d95262dc8d,fontes_dados,Fontes de dados manipuladas,text_doc,text_doc,False
3c14d0e1a5231ddf,fontes_dados,Fontes de dados manipuladas,text_doc_1,text_doc_1,False
73ae94ad683c1512,fontes_dados,Fontes de dados manipuladas,text_doc_fonte,text_doc_fonte,False
af24dbdb050e0f5c,fontes_dados,Fontes de dados manipuladas,video,video,False
7ca4a676514e36bc,fontes_dados,Fontes de dados manipuladas,video_1,video_1,False
fb1ea43fbfc5fb2a,fontes_dados,Fontes de dados manipuladas,video_fonte,video_fonte,False
806b41050c5f5e93,linguagem_preferida,Linguagem preferida,.,.,True
6f676e9fb6100001,linguagem_preferida,Linguagem preferida,Bash,Bash,True
cb3e3340fb60aa48,linguagem_preferida,Linguagem preferida,Bigquery,Bigquery,True
c6383d193081e5ad,linguagem_preferida,Linguagem preferida,C/C++/C#,C/C++/C#,True
6032d09cfb7adf41,linguagem_preferida,Linguagem preferida,Clojure,Clojure,True
773cc7de1e9443fe,linguagem_preferida,Linguagem preferida,Cobol,Cobol,True
352513a974e41656,linguagem_preferida,Linguagem preferida,DAX,DAX,True
12cdaa71ac5c8cf4,linguagem_preferida,Linguagem preferida,DAX/M,DAX/M,True
997e35abbee2f335,linguagem_preferida,Linguagem preferida,Databricks,Databricks,True
48b11607c25be4a1,linguagem_preferida,Linguagem preferida,Dax,Dax,True
15ccaa30ba72a3e5,linguagem_preferida,Linguagem preferida,Elixir,Elixir,True
7dd2fca623e97923,linguagem_preferida,Linguagem preferida,Engenharia_de_Prompt,Engenharia_de_Prompt,True
a4e23eebe249190b,linguagem_preferida,Linguagem preferida,Excel_e_Power_BI,Excel_e_Power_BI,True
03fa493278b8ecd6,linguagem_preferida,Linguagem preferida,GO,GO,True
3826eff847fe9d18,linguagem_preferida,Linguagem preferida,Go,Go,True
7fd146d634a06e5a,linguagem_preferida,Linguagem preferida,Golang,Golang,True
504f198a56c62561,linguagem_preferida,Linguagem preferida,Java,Java,True
54f1448dafc7132b,linguagem_preferida,Linguagem preferida,JavaScript,JavaScript,True
e56071077952d128,linguagem_preferida,Linguagem preferida,Javascript,Javascript,True
31c26bac84470488,linguagem_preferida,Linguagem preferida,Julia,Julia,True
028919ac4bd693cd,linguagem_preferida,Linguagem preferida,Kotli,Kotli,True
6813110bf4e1507b,linguagem_preferida,Linguagem preferida,Kotlin,Kotlin,True
ba9dc586e33b09ce,linguagem_preferida,Linguagem preferida,Linguagem_M,Linguagem_M,True
43da2099d3acb71b,linguagem_preferida,Linguagem preferida,LookML,LookML,True
a052e4f921e721c2,linguagem_preferida,Linguagem preferida,M,M,True
89826cf737291a46,linguagem_preferida,Linguagem preferida,M/DAX,M/DAX,True
bd2067903555b8f1,linguagem_preferida,Linguagem preferida,M_e_Dax,M_e_Dax,True
1a9d2067c491208f,linguagem_preferida,Linguagem preferida,Matlab,Matlab,True
e8b1c5df645caaee,linguagem_preferida,Linguagem preferida,Mojo,Mojo,True
3f48260f47dd402a,linguagem_preferida,Linguagem preferida,Nao_conheco_isso,Nao_conheco_isso,True
bb5205d11cbf4dce,linguagem_preferida,Linguagem preferida,Nao_sei,Nao_sei,True
f35a1d353a31e5bd,linguagem_preferida,Linguagem preferida,Nao_trabalharia_com_linguagem_de_programacao,Nao_trabalharia_com_linguagem_de_programacao,True
591ed459cbd60998,linguagem_preferida,Linguagem preferida,Nao_utilizo_na_minha_funcao_atual,Nao_utilizo_na_minha_funcao_atual,True
2c591f8cacb5456d,linguagem_preferida,Linguagem preferida,Nextflow,Nextflow,True
7df81be97d57c8e0,linguagem_preferida,Linguagem preferida,No_code,No_code,True
f0dac7ba7556d66e,linguagem_preferida,Linguagem preferida,Oracle_data_integration,Oracle_data_integration,True
faaa24b0697fdb91,linguagem_preferida,Linguagem preferida,PHP,PHP,True
ab9c5d6278cf46d7,linguagem_preferida,Linguagem preferida,Polaris,Polaris,True
4167b04885eac97e,linguagem_preferida,Linguagem preferida,Power_BI,Power_BI,True
948671090433f29e,linguagem_preferida,Linguagem preferida,Power_Query,Power_Query,True
41d6b41d47513603,linguagem_preferida,Linguagem preferida,Progress,Progress,True
a07ef7476eea0d0e,linguagem_preferida,Linguagem preferida,PySpark,PySpark,True
f5a2a71a92db7f0c,linguagem_preferida,Linguagem preferida,Pyspark,Pyspark,True
db47e30c11f32307,linguagem_preferida,Linguagem preferida,Python,Python,True
1ee3874a2b050184,linguagem_preferida,Linguagem preferida,QUALQUER_UMA,QUALQUER_UMA,True
34baf59bad1c1b62,linguagem_preferida,Linguagem preferida,Qliksense,Qliksense,True
44c14761b172867f,linguagem_preferida,Linguagem preferida,R,R,True
5324a42b33e85612,linguagem_preferida,Linguagem preferida,Ruby,Ruby,True
611fe3065a43ee73,linguagem_preferida,Linguagem preferida,Rust,Rust,True
6f246ddf649e0151,linguagem_preferida,Linguagem preferida,SAS,SAS,True
4fac615ae049c428,linguagem_preferida,Linguagem preferida,SPSS,SPSS,True
1afad876b859d533,linguagem_preferida,Linguagem preferida,SQL,SQL,True
96ac10f8b72792bd,linguagem_preferida,Linguagem preferida,Scala,Scala,True
6b80d5f56f9c063d,linguagem_preferida,Linguagem preferida,Shellscript,Shellscript,True
f7d9b2917cff681b,linguagem_preferida,Linguagem preferida,Spark,Spark,True
7085916bd1aaeb38,linguagem_preferida,Linguagem preferida,Sql,Sql,True
77c2365b64abd5c7,linguagem_preferida,Linguagem preferida,Type_Script,Type_Script,True
5dae2fe67f872de0,linguagem_preferida,Linguagem preferida,VBA,VBA,True
7a46d4090c7d5e23,linguagem_preferida,Linguagem preferida,YAML,YAML,True
99bfd935b2d13794,linguagem_preferida,Linguagem preferida,dax,DAX,True
daf4144919235b3e,linguagem_preferida,Linguagem preferida,ecl,ecl,True
aa48af5af2aebdbf,linguagem_preferida,Linguagem preferida,html,html,True
d0eaa07b7255f43c,linguagem_preferida,Linguagem preferida,nenhum,nenhum,True
2cd2f19fac2185c3,linguagem_preferida,Linguagem preferida,noSQL,noSQL,True
c192dc12fe672a18,linguagem_preferida,Linguagem preferida,sas,sas,True
a51139bebb1e7027,linguagem_preferida,Linguagem preferida,spark,spark,True
bf6bb36a192eb550,linguagem_preferida,Linguagem preferida,sql,SQL,True
01ef34b1dcc7a382,linguagens,Linguagens utilizadas,ccc,C / C++ / C#,True
4d6e000ac8ec85f8,linguagens,Linguagens utilizadas,dax,DAX,True
dabb2d649bf481ec,linguagens,Linguagens utilizadas,java,Java,True
e028392d2ba42a0d,linguagens,Linguagens utilizadas,js,JavaScript,True
7ad881178e0ef0f6,linguagens,Linguagens utilizadas,julia,Julia,True
ad0b70f550023612,linguagens,Linguagens utilizadas,matlab,MATLAB,True
4b94d34a3e481155,linguagens,Linguagens utilizadas,net,.NET,True
9c68c844683bcd8e,linguagens,Linguagens utilizadas,php,PHP,True
d96f393d5d158b0d,linguagens,Linguagens utilizadas,python,Python,True
becbaec89df15cd5,linguagens,Linguagens utilizadas,r,R,True
ccd9d005efcf7b67,linguagens,Linguagens utilizadas,rust,Rust,True
8f77aa6fe4ffc99c,linguagens,Linguagens utilizadas,sas_stat,SAS/STAT,True
4111f61548922c9d,linguagens,Linguagens utilizadas,scala,Scala,True
6e1fec241ec62539,linguagens,Linguagens utilizadas,sql,SQL,True
01e3e25dfe42c1a1,linguagens,Linguagens utilizadas,vba,VBA,True
495d5bbd1a8ac8c7,motivos_insatisfacao_2023,Motivos de insatisfação (só 2023-2024),clima_trabalho_ruim,clima_trabalho_ruim,True
736608087507a22c,motivos_insatisfacao_2023,Motivos de insatisfação (só 2023-2024),falta_maturidade_analitica_empresa,falta_maturidade_analitica_empresa,True
87dde98ddd55aa33,motivos_insatisfacao_2023,Motivos de insatisfação (só 2023-2024),falta_oportunidade_cresc,falta_oportunidade_cresc,True
9f08a819719c41b0,motivos_insatisfacao_2023,Motivos de insatisfação (só 2023-2024),mais_beneficios,mais_beneficios,True
03de768c6dc8c811,motivos_insatisfacao_2023,Motivos de insatisfação (só 2023-2024),rel_ruim_lider_gestor,rel_ruim_lider_gestor,True
6a1f48a30c835133,motivos_insatisfacao_2023,Motivos de insatisfação (só 2023-2024),salario_atual_n_corresponde_mercado,salario_atual_n_corresponde_mercado,True
750811b6f9c868da,motivos_insatisfacao_2023,Motivos de insatisfação (só 2023-2024),trab_outra_area_atuacao,trab_outra_area_atuacao,True
760bc3b9f99758d6,percepcao_carreira,Percepção de carreira,aprov_processos_seletivos_entrevistas,aprov_processos_seletivos_entrevistas,True
a47a680eb1f1128c,percepcao_carreira,Percepção de carreira,atencao_opiniao_ideias,atencao_opiniao_ideias,True
bc36010d6aeb5062,percepcao_carreira,Percepção de carreira,nvl_cobranca_e_stress_trab,nvl_cobranca_e_stress_trab,True
d24b5314845aea64,percepcao_carreira,Percepção de carreira,oportunidades_progresso_carreira,oportunidades_progresso_carreira,True
9d0e81bf5b7eba44,percepcao_carreira,Percepção de carreira,qtd_oportunidades_vagas_emprego_receb,qtd_oportunidades_vagas_emprego_receb,True
86ff5156e43daebf,percepcao_carreira,Percepção de carreira,rel_outros_membros_empresa_em_trabalho,rel_outros_membros_empresa_em_trabalho,True
3e875191f065d65c,percepcao_carreira,Percepção de carreira,rel_outros_membros_empresa_integracao_fora_trab,rel_outros_membros_empresa_integracao_fora_trab,True
